Country,Region,Code,Date,Sex,Age,AgeInt,Cases,Deaths,Tests
Egypt,Urban,DK,2022-01-01,b,30,10,19748,211,28833
Afghanistan,Rural,DK,2022-01-01,b,30,10,17622,320,38523
Brazil,Rural,DK,2022-01-01,b,30,10,5345,203,29179
Canada,Rural,DK,2022-01-01,b,30,10,3587,437,36039
Denmark,Rural,DK,2022-01-01,b,30,10,3122,205,31309
Egypt,Rural,DK,2022-01-01,b,30,10,2143,462,49062
Afghanistan,All,EG,2022-01-01,b,30,10,10297,181,4094
Brazil,All,EG,2022-01-01,b,30,10,11817,270,13836
Canada,All,EG,2022-01-01,b,30,10,622,382,29674
Denmark,All,EG,2022-01-01,b,30,10,3022,215,29758
Egypt,All,EG,2022-01-01,b,30,10,17292,105,46385
Afghanistan,Urban,EG,2022-01-01,b,30,10,11630,149,1068
Brazil,Urban,EG,2022-01-01,b,30,10,12681,406,28993
Canada,Urban,EG,2022-01-01,b,30,10,12659,313,40967
Denmark,Urban,EG,2022-01-01,b,30,10,19215,26,35252
Egypt,Urban,EG,2022-01-01,b,30,10,17019,451,43895
Afghanistan,Rural,EG,2022-01-01,b,30,10,16821,182,45962
Brazil,Rural,EG,2022-01-01,b,30,10,19423,391,13392
Canada,Rural,EG,2022-01-01,b,30,10,19768,108,46746
Denmark,Rural,EG,2022-01-01,b,30,10,11405,191,47619
Egypt,Rural,EG,2022-01-01,b,30,10,11005,408,5324
Afghanistan,All,AF,2022-02-01,b,30,10,14509,404,48722
Brazil,All,AF,2022-02-01,b,30,10,3985,80,41462
Canada,All,AF,2022-02-01,b,30,10,2174,162,35095
Denmark,All,AF,2022-02-01,b,30,10,12627,341,42591
Egypt,All,AF,2022-02-01,b,30,10,10999,395,28678
Afghanistan,Urban,AF,2022-02-01,b,30,10,8397,97,16070
Brazil,Urban,AF,2022-02-01,b,30,10,15753,497,17241
Canada,Urban,AF,2022-02-01,b,30,10,393,420,49880
Denmark,Urban,AF,2022-02-01,b,30,10,4184,97,7248
Egypt,Urban,AF,2022-02-01,b,30,10,2312,243,40379
Afghanistan,Rural,AF,2022-02-01,b,30,10,18714,324,42431
Brazil,Rural,AF,2022-02-01,b,30,10,7493,96,43902
Canada,Rural,AF,2022-02-01,b,30,10,5822,217,35649
Denmark,Rural,AF,2022-02-01,b,30,10,8017,19,8131
Egypt,Rural,AF,2022-02-01,b,30,10,17295,61,28040
Afghanistan,All,BR,2022-02-01,b,30,10,10377,340,4137
Brazil,All,BR,2022-02-01,b,30,10,13651,331,3354
Canada,All,BR,2022-02-01,b,30,10,8872,448,25607
Denmark,All,BR,2022-02-01,b,30,10,12201,104,29690
Egypt,All,BR,2022-02-01,b,30,10,4081,50,31446
Afghanistan,Urban,BR,2022-02-01,b,30,10,7035,312,39150
Brazil,Urban,BR,2022-02-01,b,30,10,15976,98,24389
Canada,Urban,BR,2022-02-01,b,30,10,9871,311,14121
Denmark,Urban,BR,2022-02-01,b,30,10,15535,231,20719
Egypt,Urban,BR,2022-02-01,b,30,10,14209,313,45017
Afghanistan,Rural,BR,2022-02-01,b,30,10,13190,178,359
Brazil,Rural,BR,2022-02-01,b,30,10,8026,400,11181
Canada,Rural,BR,2022-02-01,b,30,10,6520,138,26728
Denmark,Rural,BR,2022-02-01,b,30,10,13211,426,16840
Egypt,Rural,BR,2022-02-01,b,30,10,12243,375,8727
Afghanistan,All,CA,2022-02-01,b,30,10,3012,202,47979
Brazil,All,CA,2022-02-01,b,30,10,14101,110,17093
Canada,All,CA,2022-02-01,b,30,10,2970,59,8640
Denmark,All,CA,2022-02-01,b,30,10,2712,87,17988
Egypt,All,CA,2022-02-01,b,30,10,13920,372,49046
Afghanistan,Urban,CA,2022-02-01,b,30,10,4885,500,9027
Brazil,Urban,CA,2022-02-01,b,30,10,2954,123,21468
Canada,Urban,CA,2022-02-01,b,30,10,11656,498,28632
Denmark,Urban,CA,2022-02-01,b,30,10,16536,140,7564
Egypt,Urban,CA,2022-02-01,b,30,10,749,244,14830
Afghanistan,Rural,CA,2022-02-01,b,30,10,6735,157,7132
Brazil,Rural,CA,2022-02-01,b,30,10,9919,379,49300
Canada,Rural,CA,2022-02-01,b,30,10,832,207,32472
Denmark,Rural,CA,2022-02-01,b,30,10,19875,171,38895
Egypt,Rural,CA,2022-02-01,b,30,10,17897,433,47231
Afghanistan,All,DK,2022-02-01,b,30,10,19746,404,18225
Brazil,All,DK,2022-02-01,b,30,10,18851,470,40372
Canada,All,DK,2022-02-01,b,30,10,8876,309,29608
Denmark,All,DK,2022-02-01,b,30,10,1456,56,26344
Egypt,All,DK,2022-02-01,b,30,10,12788,167,15872
Afghanistan,Urban,DK,2022-02-01,b,30,10,16145,209,1753
Brazil,Urban,DK,2022-02-01,b,30,10,3971,483,30207
Canada,Urban,DK,2022-02-01,b,30,10,2497,296,1588
Denmark,Urban,DK,2022-02-01,b,30,10,9279,280,39870
Egypt,Urban,DK,2022-02-01,b,30,10,16107,88,44932
Afghanistan,Rural,DK,2022-02-01,b,30,10,10806,185,40831
Brazil,Rural,DK,2022-02-01,b,30,10,8129,265,21810
Canada,Rural,DK,2022-02-01,b,30,10,15281,287,36252
Denmark,Rural,DK,2022-02-01,b,30,10,1428,19,43814
Egypt,Rural,DK,2022-02-01,b,30,10,12272,27,13831
Afghanistan,All,EG,2022-02-01,b,30,10,8006,479,26177
Brazil,All,EG,2022-02-01,b,30,10,4707,24,25054
Canada,All,EG,2022-02-01,b,30,10,7531,208,34790
Denmark,All,EG,2022-02-01,b,30,10,3727,87,34747
Egypt,All,EG,2022-02-01,b,30,10,4043,202,3329
Afghanistan,Urban,EG,2022-02-01,b,30,10,12641,269,43168
Brazil,Urban,EG,2022-02-01,b,30,10,6721,384,47167
Canada,Urban,EG,2022-02-01,b,30,10,1304,22,48184
Denmark,Urban,EG,2022-02-01,b,30,10,6484,338,22183
Egypt,Urban,EG,2022-02-01,b,30,10,8498,168,37780
Afghanistan,Rural,EG,2022-02-01,b,30,10,9097,196,14138
Brazil,Rural,EG,2022-02-01,b,30,10,17401,449,41400
Canada,Rural,EG,2022-02-01,b,30,10,14662,417,13115
Denmark,Rural,EG,2022-02-01,b,30,10,9976,496,2816
Egypt,Rural,EG,2022-02-01,b,30,10,2079,125,42609
Afghanistan,All,AF,2022-03-01,b,30,10,11143,115,28004
Brazil,All,AF,2022-03-01,b,30,10,2834,43,23372
Canada,All,AF,2022-03-01,b,30,10,15158,167,4430
Denmark,All,AF,2022-03-01,b,30,10,2768,406,47036
Egypt,All,AF,2022-03-01,b,30,10,17273,466,35201
Afghanistan,Urban,AF,2022-03-01,b,30,10,12072,338,8901
Brazil,Urban,AF,2022-03-01,b,30,10,19635,194,41843
Canada,Urban,AF,2022-03-01,b,30,10,6136,481,10108
Denmark,Urban,AF,2022-03-01,b,30,10,3499,431,33407
Egypt,Urban,AF,2022-03-01,b,30,10,8609,408,17122
Afghanistan,Rural,AF,2022-03-01,b,30,10,14921,365,38334
Brazil,Rural,AF,2022-03-01,b,30,10,8180,320,14920
Canada,Rural,AF,2022-03-01,b,30,10,9706,332,8381
Denmark,Rural,AF,2022-03-01,b,30,10,18822,247,6493
Egypt,Rural,AF,2022-03-01,b,30,10,15517,353,36738
Afghanistan,All,BR,2022-03-01,b,30,10,13823,243,25133
Brazil,All,BR,2022-03-01,b,30,10,7602,233,47379
Canada,All,BR,2022-03-01,b,30,10,2109,394,8122
Denmark,All,BR,2022-03-01,b,30,10,15405,475,36750
Egypt,All,BR,2022-03-01,b,30,10,12150,219,37388
Afghanistan,Urban,BR,2022-03-01,b,30,10,8783,77,13232
Brazil,Urban,BR,2022-03-01,b,30,10,1741,487,42835
Canada,Urban,BR,2022-03-01,b,30,10,9149,362,1225
Denmark,Urban,BR,2022-03-01,b,30,10,9977,80,19260
Egypt,Urban,BR,2022-03-01,b,30,10,19719,168,142
Afghanistan,Rural,BR,2022-03-01,b,30,10,5714,32,7685
Brazil,Rural,BR,2022-03-01,b,30,10,9611,61,46694
Canada,Rural,BR,2022-03-01,b,30,10,18392,94,6383
Denmark,Rural,BR,2022-03-01,b,30,10,3250,100,27824
Egypt,Rural,BR,2022-03-01,b,30,10,9381,331,28089
Afghanistan,All,CA,2022-03-01,b,30,10,2791,288,19446
Brazil,All,CA,2022-03-01,b,30,10,8498,107,6237
Canada,All,CA,2022-03-01,b,30,10,16447,80,2348
Denmark,All,CA,2022-03-01,b,30,10,15714,266,40468
Egypt,All,CA,2022-03-01,b,30,10,4107,223,32451
Afghanistan,Urban,CA,2022-03-01,b,30,10,11003,149,4922
Brazil,Urban,CA,2022-03-01,b,30,10,6049,414,19157
Canada,Urban,CA,2022-03-01,b,30,10,14710,103,5130
Denmark,Urban,CA,2022-03-01,b,30,10,13963,129,20516
Egypt,Urban,CA,2022-03-01,b,30,10,6912,461,39029
Afghanistan,Rural,CA,2022-03-01,b,30,10,2274,433,29839
Brazil,Rural,CA,2022-03-01,b,30,10,13834,262,3807
Canada,Rural,CA,2022-03-01,b,30,10,7928,222,38085
Denmark,Rural,CA,2022-03-01,b,30,10,8533,276,18600
Egypt,Rural,CA,2022-03-01,b,30,10,6094,235,40539
Afghanistan,All,DK,2022-03-01,b,30,10,7974,246,48263
Brazil,All,DK,2022-03-01,b,30,10,4636,44,30591
Canada,All,DK,2022-03-01,b,30,10,1115,61,19048
Denmark,All,DK,2022-03-01,b,30,10,3736,495,38848
Egypt,All,DK,2022-03-01,b,30,10,11115,278,32784
Afghanistan,Urban,DK,2022-03-01,b,30,10,12816,44,25061
Brazil,Urban,DK,2022-03-01,b,30,10,1442,133,15999
Canada,Urban,DK,2022-03-01,b,30,10,7718,126,12609
Denmark,Urban,DK,2022-03-01,b,30,10,18280,52,25252
Egypt,Urban,DK,2022-03-01,b,30,10,3875,157,2764
Afghanistan,Rural,DK,2022-03-01,b,30,10,3526,347,16485
Brazil,Rural,DK,2022-03-01,b,30,10,19525,45,45492
Canada,Rural,DK,2022-03-01,b,30,10,11629,474,21869
Denmark,Rural,DK,2022-03-01,b,30,10,7012,1,27000
Egypt,Rural,DK,2022-03-01,b,30,10,17818,485,39525
Afghanistan,All,EG,2022-03-01,b,30,10,16993,66,21979
Brazil,All,EG,2022-03-01,b,30,10,18563,441,45243
Canada,All,EG,2022-03-01,b,30,10,15325,29,38812
Denmark,All,EG,2022-03-01,b,30,10,7727,478,43385
Egypt,All,EG,2022-03-01,b,30,10,14466,230,31579
Afghanistan,Urban,EG,2022-03-01,b,30,10,5997,421,21262
Brazil,Urban,EG,2022-03-01,b,30,10,1771,483,13810
Canada,Urban,EG,2022-03-01,b,30,10,12006,379,15133
Denmark,Urban,EG,2022-03-01,b,30,10,13252,138,28824
Egypt,Urban,EG,2022-03-01,b,30,10,18736,481,47163
Afghanistan,Rural,EG,2022-03-01,b,30,10,6296,479,2095
Brazil,Rural,EG,2022-03-01,b,30,10,19989,266,38737
Canada,Rural,EG,2022-03-01,b,30,10,13238,244,11241
Denmark,Rural,EG,2022-03-01,b,30,10,517,52,41706
Egypt,Rural,EG,2022-03-01,b,30,10,14253,242,16421
Afghanistan,All,AF,2022-04-01,b,30,10,7855,455,7413
Brazil,All,AF,2022-04-01,b,30,10,4679,375,46726
Canada,All,AF,2022-04-01,b,30,10,11098,410,47961
Denmark,All,AF,2022-04-01,b,30,10,18155,242,22943
Egypt,All,AF,2022-04-01,b,30,10,12920,470,34334
Afghanistan,Urban,AF,2022-04-01,b,30,10,17673,376,21390
Brazil,Urban,AF,2022-04-01,b,30,10,14608,126,8670
Canada,Urban,AF,2022-04-01,b,30,10,4807,478,49018
Denmark,Urban,AF,2022-04-01,b,30,10,10184,3,49547
Egypt,Urban,AF,2022-04-01,b,30,10,5986,256,47299
Afghanistan,Rural,AF,2022-04-01,b,30,10,7560,397,18582
Brazil,Rural,AF,2022-04-01,b,30,10,9899,284,13593
Canada,Rural,AF,2022-04-01,b,30,10,9531,160,34343
Denmark,Rural,AF,2022-04-01,b,30,10,14992,468,32507
Egypt,Rural,AF,2022-04-01,b,30,10,17505,234,35531
Afghanistan,All,BR,2022-04-01,b,30,10,15642,81,29172
Brazil,All,BR,2022-04-01,b,30,10,5323,159,31814
Canada,All,BR,2022-04-01,b,30,10,7162,182,24674
Denmark,All,BR,2022-04-01,b,30,10,11131,124,40549
Egypt,All,BR,2022-04-01,b,30,10,18445,117,34291
Afghanistan,Urban,BR,2022-04-01,b,30,10,12262,139,598
Brazil,Urban,BR,2022-04-01,b,30,10,11387,138,5931
Canada,Urban,BR,2022-04-01,b,30,10,4071,202,972
Denmark,Urban,BR,2022-04-01,b,30,10,8284,388,29495
Egypt,Urban,BR,2022-04-01,b,30,10,758,398,15275
Afghanistan,Rural,BR,2022-04-01,b,30,10,17229,264,27046
Brazil,Rural,BR,2022-04-01,b,30,10,13839,85,5724
Canada,Rural,BR,2022-04-01,b,30,10,10012,444,7644
Denmark,Rural,BR,2022-04-01,b,30,10,12810,431,26173
Egypt,Rural,BR,2022-04-01,b,30,10,9437,295,17725
Afghanistan,All,CA,2022-04-01,b,30,10,16052,206,13275
Brazil,All,CA,2022-04-01,b,30,10,5771,340,44871
Canada,All,CA,2022-04-01,b,30,10,10007,307,38837
Denmark,All,CA,2022-04-01,b,30,10,9887,154,36284
Egypt,All,CA,2022-04-01,b,30,10,8399,479,36753
Afghanistan,Urban,CA,2022-04-01,b,30,10,11409,111,37754
Brazil,Urban,CA,2022-04-01,b,30,10,9568,3,13371
Canada,Urban,CA,2022-04-01,b,30,10,5375,393,46078
Denmark,Urban,CA,2022-04-01,b,30,10,12213,250,7084
Egypt,Urban,CA,2022-04-01,b,30,10,18545,57,11861
Afghanistan,Rural,CA,2022-04-01,b,30,10,13022,4,18064
Brazil,Rural,CA,2022-04-01,b,30,10,17137,309,36209
Canada,Rural,CA,2022-04-01,b,30,10,2068,92,38643
Denmark,Rural,CA,2022-04-01,b,30,10,7737,417,29992
Egypt,Rural,CA,2022-04-01,b,30,10,81,455,12731
Afghanistan,All,DK,2022-04-01,b,30,10,8500,223,42100
Brazil,All,DK,2022-04-01,b,30,10,9092,150,1976
Canada,All,DK,2022-04-01,b,30,10,19320,31,31904
Denmark,All,DK,2022-04-01,b,30,10,15061,353,45604
Egypt,All,DK,2022-04-01,b,30,10,4269,466,47844
Afghanistan,Urban,DK,2022-04-01,b,30,10,1737,300,15280
Brazil,Urban,DK,2022-04-01,b,30,10,14131,487,42509
Canada,Urban,DK,2022-04-01,b,30,10,13814,31,6687
Denmark,Urban,DK,2022-04-01,b,30,10,13359,259,32947
Egypt,Urban,DK,2022-04-01,b,30,10,6781,339,46529
Afghanistan,Rural,DK,2022-04-01,b,30,10,2092,378,29280
Brazil,Rural,DK,2022-04-01,b,30,10,836,317,23992
Canada,Rural,DK,2022-04-01,b,30,10,6490,197,14308
Denmark,Rural,DK,2022-04-01,b,30,10,19460,197,1488
Egypt,Rural,DK,2022-04-01,b,30,10,6530,245,18836
Afghanistan,All,EG,2022-04-01,b,30,10,8774,39,9758
Brazil,All,EG,2022-04-01,b,30,10,1652,303,17462
Canada,All,EG,2022-04-01,b,30,10,54,130,29021
Denmark,All,EG,2022-04-01,b,30,10,17408,170,16472
Egypt,All,EG,2022-04-01,b,30,10,3868,198,3339
Afghanistan,Urban,EG,2022-04-01,b,30,10,1213,323,30149
Brazil,Urban,EG,2022-04-01,b,30,10,2889,359,40639
Canada,Urban,EG,2022-04-01,b,30,10,5106,25,47298
Denmark,Urban,EG,2022-04-01,b,30,10,11064,290,21003
Egypt,Urban,EG,2022-04-01,b,30,10,9387,204,301
Afghanistan,Rural,EG,2022-04-01,b,30,10,18059,362,14438
Brazil,Rural,EG,2022-04-01,b,30,10,14906,280,1241
Canada,Rural,EG,2022-04-01,b,30,10,8411,19,46005
Denmark,Rural,EG,2022-04-01,b,30,10,17455,118,37892
Egypt,Rural,EG,2022-04-01,b,30,10,6772,397,30510
Afghanistan,All,AF,2022-05-01,b,30,10,10261,351,42258
Brazil,All,AF,2022-05-01,b,30,10,17096,413,31806
Canada,All,AF,2022-05-01,b,30,10,8806,98,16838
Denmark,All,AF,2022-05-01,b,30,10,7034,46,45075
Egypt,All,AF,2022-05-01,b,30,10,10385,158,34791
Afghanistan,Urban,AF,2022-05-01,b,30,10,13749,43,850
Brazil,Urban,AF,2022-05-01,b,30,10,11140,500,8015
Canada,Urban,AF,2022-05-01,b,30,10,210,418,9998
Denmark,Urban,AF,2022-05-01,b,30,10,14187,494,14921
Egypt,Urban,AF,2022-05-01,b,30,10,19827,356,20818
Afghanistan,Rural,AF,2022-05-01,b,30,10,10286,482,23643
Brazil,Rural,AF,2022-05-01,b,30,10,6153,344,13282
Canada,Rural,AF,2022-05-01,b,30,10,3942,37,13773
Denmark,Rural,AF,2022-05-01,b,30,10,6843,263,33389
Egypt,Rural,AF,2022-05-01,b,30,10,16473,451,13228
Afghanistan,All,BR,2022-05-01,b,30,10,14980,377,16275
Brazil,All,BR,2022-05-01,b,30,10,14050,202,31346
Canada,All,BR,2022-05-01,b,30,10,7915,391,41742
Denmark,All,BR,2022-05-01,b,30,10,19703,301,16747
Egypt,All,BR,2022-05-01,b,30,10,12823,256,46402
Afghanistan,Urban,BR,2022-05-01,b,30,10,18253,137,15458
Brazil,Urban,BR,2022-05-01,b,30,10,15058,428,22756
Canada,Urban,BR,2022-05-01,b,30,10,544,56,33118
Denmark,Urban,BR,2022-05-01,b,30,10,14175,435,25053
Egypt,Urban,BR,2022-05-01,b,30,10,19445,69,37403
Afghanistan,Rural,BR,2022-05-01,b,30,10,8292,13,23613
Brazil,Rural,BR,2022-05-01,b,30,10,9869,94,18886
Canada,Rural,BR,2022-05-01,b,30,10,8018,420,45252
Denmark,Rural,BR,2022-05-01,b,30,10,12468,73,5987
Egypt,Rural,BR,2022-05-01,b,30,10,3260,47,1612
Afghanistan,All,CA,2022-05-01,b,30,10,1100,471,34786
Brazil,All,CA,2022-05-01,b,30,10,12840,140,393
Canada,All,CA,2022-05-01,b,30,10,2755,85,37312
Denmark,All,CA,2022-05-01,b,30,10,9368,359,16189
Egypt,All,CA,2022-05-01,b,30,10,16753,239,33478
Afghanistan,Urban,CA,2022-05-01,b,30,10,16115,493,46823
Brazil,Urban,CA,2022-05-01,b,30,10,14923,146,9931
Canada,Urban,CA,2022-05-01,b,30,10,19914,177,16915
Denmark,Urban,CA,2022-05-01,b,30,10,11203,358,23773
Egypt,Urban,CA,2022-05-01,b,30,10,9899,19,1160
Afghanistan,Rural,CA,2022-05-01,b,30,10,10578,320,39478
Brazil,Rural,CA,2022-05-01,b,30,10,7244,84,4518
Canada,Rural,CA,2022-05-01,b,30,10,19412,344,36144
Denmark,Rural,CA,2022-05-01,b,30,10,921,298,33912
Egypt,Rural,CA,2022-05-01,b,30,10,11210,493,23155
Afghanistan,All,DK,2022-05-01,b,30,10,15109,492,20093
Brazil,All,DK,2022-05-01,b,30,10,14688,330,33347
Canada,All,DK,2022-05-01,b,30,10,19666,149,34046
Denmark,All,DK,2022-05-01,b,30,10,12412,42,6983
Egypt,All,DK,2022-05-01,b,30,10,10006,110,27791
Afghanistan,Urban,DK,2022-05-01,b,30,10,10490,194,49878
Brazil,Urban,DK,2022-05-01,b,30,10,3090,201,10602
Canada,Urban,DK,2022-05-01,b,30,10,11507,487,29795
Denmark,Urban,DK,2022-05-01,b,30,10,6510,256,48334
Egypt,Urban,DK,2022-05-01,b,30,10,15994,429,14640
Afghanistan,Rural,DK,2022-05-01,b,30,10,1067,366,34698
Brazil,Rural,DK,2022-05-01,b,30,10,13661,481,30325
Canada,Rural,DK,2022-05-01,b,30,10,1944,142,21717
Denmark,Rural,DK,2022-05-01,b,30,10,17785,247,18046
Egypt,Rural,DK,2022-05-01,b,30,10,7627,300,38181
Afghanistan,All,EG,2022-05-01,b,30,10,4306,200,16808
Brazil,All,EG,2022-05-01,b,30,10,4027,434,34076
Canada,All,EG,2022-05-01,b,30,10,4491,168,15982
Denmark,All,EG,2022-05-01,b,30,10,9450,185,17340
Egypt,All,EG,2022-05-01,b,30,10,3402,175,22182
Afghanistan,Urban,EG,2022-05-01,b,30,10,425,57,35845
Brazil,Urban,EG,2022-05-01,b,30,10,19565,455,44849
Canada,Urban,EG,2022-05-01,b,30,10,3300,274,49886
Denmark,Urban,EG,2022-05-01,b,30,10,3849,259,14125
Egypt,Urban,EG,2022-05-01,b,30,10,18818,367,36119
Afghanistan,Rural,EG,2022-05-01,b,30,10,17670,481,18771
Brazil,Rural,EG,2022-05-01,b,30,10,16754,220,26146
Canada,Rural,EG,2022-05-01,b,30,10,18113,279,27909
Denmark,Rural,EG,2022-05-01,b,30,10,1920,330,31256
Egypt,Rural,EG,2022-05-01,b,30,10,12835,61,20366
Afghanistan,All,AF,2022-06-01,b,30,10,7902,140,35233
Brazil,All,AF,2022-06-01,b,30,10,19526,49,28384
Canada,All,AF,2022-06-01,b,30,10,18497,228,26622
Denmark,All,AF,2022-06-01,b,30,10,91,177,14860
Egypt,All,AF,2022-06-01,b,30,10,19024,72,25241
Afghanistan,Urban,AF,2022-06-01,b,30,10,6563,398,29031
Brazil,Urban,AF,2022-06-01,b,30,10,14837,332,23978
Canada,Urban,AF,2022-06-01,b,30,10,2960,109,35079
Denmark,Urban,AF,2022-06-01,b,30,10,11088,37,24418
Egypt,Urban,AF,2022-06-01,b,30,10,11694,160,33341
Afghanistan,Rural,AF,2022-06-01,b,30,10,14185,218,16277
Brazil,Rural,AF,2022-06-01,b,30,10,1840,6,4036
Canada,Rural,AF,2022-06-01,b,30,10,12554,260,9034
Denmark,Rural,AF,2022-06-01,b,30,10,2094,95,10759
Egypt,Rural,AF,2022-06-01,b,30,10,6652,434,41938
Afghanistan,All,BR,2022-06-01,b,30,10,820,236,18062
Brazil,All,BR,2022-06-01,b,30,10,6769,471,43071
Canada,All,BR,2022-06-01,b,30,10,13010,465,43898
Denmark,All,BR,2022-06-01,b,30,10,6971,383,2886
Egypt,All,BR,2022-06-01,b,30,10,19611,255,31256
Afghanistan,Urban,BR,2022-06-01,b,30,10,13657,130,18760
Brazil,Urban,BR,2022-06-01,b,30,10,8602,276,12690
Canada,Urban,BR,2022-06-01,b,30,10,8669,332,13479
Denmark,Urban,BR,2022-06-01,b,30,10,19374,117,28336
Egypt,Urban,BR,2022-06-01,b,30,10,17409,346,34763
Afghanistan,Rural,BR,2022-06-01,b,30,10,5243,266,34607
Brazil,Rural,BR,2022-06-01,b,30,10,10413,388,33351
Canada,Rural,BR,2022-06-01,b,30,10,2673,384,4207
Denmark,Rural,BR,2022-06-01,b,30,10,2505,93,18101
Egypt,Rural,BR,2022-06-01,b,30,10,2920,52,27148
Afghanistan,All,CA,2022-06-01,b,30,10,7418,454,3521
Brazil,All,CA,2022-06-01,b,30,10,14705,145,38072
Canada,All,CA,2022-06-01,b,30,10,15287,75,33400
Denmark,All,CA,2022-06-01,b,30,10,14362,375,1945
Egypt,All,CA,2022-06-01,b,30,10,16785,202,41360
Afghanistan,Urban,CA,2022-06-01,b,30,10,15705,154,27860
Brazil,Urban,CA,2022-06-01,b,30,10,3625,38,2056
Canada,Urban,CA,2022-06-01,b,30,10,17906,95,10628
Denmark,Urban,CA,2022-06-01,b,30,10,17325,492,37160
Egypt,Urban,CA,2022-06-01,b,30,10,18817,293,48553
Afghanistan,Rural,CA,2022-06-01,b,30,10,9044,341,35888
Brazil,Rural,CA,2022-06-01,b,30,10,2716,21,36394
Canada,Rural,CA,2022-06-01,b,30,10,19524,166,44779
Denmark,Rural,CA,2022-06-01,b,30,10,9723,469,16215
Egypt,Rural,CA,2022-06-01,b,30,10,17479,47,46696
Afghanistan,All,DK,2022-06-01,b,30,10,14369,279,978
Brazil,All,DK,2022-06-01,b,30,10,14008,11,32704
Canada,All,DK,2022-06-01,b,30,10,17552,352,43915
Denmark,All,DK,2022-06-01,b,30,10,13987,458,19922
Egypt,All,DK,2022-06-01,b,30,10,10316,169,49903
Afghanistan,Urban,DK,2022-06-01,b,30,10,16410,6,39181
Brazil,Urban,DK,2022-06-01,b,30,10,15055,123,10826
Canada,Urban,DK,2022-06-01,b,30,10,2878,65,15387
Denmark,Urban,DK,2022-06-01,b,30,10,6709,450,19703
Egypt,Urban,DK,2022-06-01,b,30,10,5986,376,27019
Afghanistan,Rural,DK,2022-06-01,b,30,10,16436,178,29199
Brazil,Rural,DK,2022-06-01,b,30,10,4121,96,25799
Canada,Rural,DK,2022-06-01,b,30,10,8651,36,2154
Denmark,Rural,DK,2022-06-01,b,30,10,5331,16,23361
Egypt,Rural,DK,2022-06-01,b,30,10,17501,241,18663
Afghanistan,All,EG,2022-06-01,b,30,10,5178,498,39568
Brazil,All,EG,2022-06-01,b,30,10,12145,491,33921
Canada,All,EG,2022-06-01,b,30,10,2594,27,31724
Denmark,All,EG,2022-06-01,b,30,10,8340,202,38723
Egypt,All,EG,2022-06-01,b,30,10,3581,92,17665
Afghanistan,Urban,EG,2022-06-01,b,30,10,15765,350,38488
Brazil,Urban,EG,2022-06-01,b,30,10,9715,370,43255
Canada,Urban,EG,2022-06-01,b,30,10,14794,130,5148
Denmark,Urban,EG,2022-06-01,b,30,10,14803,18,864
Egypt,Urban,EG,2022-06-01,b,30,10,6469,249,20590
Afghanistan,Rural,EG,2022-06-01,b,30,10,11207,147,49123
Brazil,Rural,EG,2022-06-01,b,30,10,18330,438,17151
Canada,Rural,EG,2022-06-01,b,30,10,4037,467,39598
Denmark,Rural,EG,2022-06-01,b,30,10,5340,321,16136
Egypt,Rural,EG,2022-06-01,b,30,10,17772,443,19252
Afghanistan,All,AF,2022-07-01,b,30,10,2642,464,40449
Brazil,All,AF,2022-07-01,b,30,10,13773,306,8542
Canada,All,AF,2022-07-01,b,30,10,9155,133,31869
Denmark,All,AF,2022-07-01,b,30,10,1086,455,21866
Egypt,All,AF,2022-07-01,b,30,10,15470,349,1311
Afghanistan,Urban,AF,2022-07-01,b,30,10,3499,202,41282
Brazil,Urban,AF,2022-07-01,b,30,10,14882,345,20300
Canada,Urban,AF,2022-07-01,b,30,10,7050,219,21962
Denmark,Urban,AF,2022-07-01,b,30,10,4424,204,1878
Egypt,Urban,AF,2022-07-01,b,30,10,18987,305,22311
Afghanistan,Rural,AF,2022-07-01,b,30,10,15877,323,37687
Brazil,Rural,AF,2022-07-01,b,30,10,234,212,25472
Canada,Rural,AF,2022-07-01,b,30,10,14030,151,4560
Denmark,Rural,AF,2022-07-01,b,30,10,11407,273,17916
Egypt,Rural,AF,2022-07-01,b,30,10,5296,7,26528
Afghanistan,All,BR,2022-07-01,b,30,10,12567,326,19287
Brazil,All,BR,2022-07-01,b,30,10,5625,243,10772
Canada,All,BR,2022-07-01,b,30,10,10061,293,9699
Denmark,All,BR,2022-07-01,b,30,10,14644,435,24863
Egypt,All,BR,2022-07-01,b,30,10,8504,455,4151
Afghanistan,Urban,BR,2022-07-01,b,30,10,19028,123,32059
Brazil,Urban,BR,2022-07-01,b,30,10,7144,243,40318
Canada,Urban,BR,2022-07-01,b,30,10,8993,297,11692
Denmark,Urban,BR,2022-07-01,b,30,10,10267,199,12569
Egypt,Urban,BR,2022-07-01,b,30,10,7166,493,45213
Afghanistan,Rural,BR,2022-07-01,b,30,10,18082,352,15706
Brazil,Rural,BR,2022-07-01,b,30,10,6857,428,36286
Canada,Rural,BR,2022-07-01,b,30,10,3571,337,23756
Denmark,Rural,BR,2022-07-01,b,30,10,16594,482,4977
Egypt,Rural,BR,2022-07-01,b,30,10,9074,208,18047
Afghanistan,All,CA,2022-07-01,b,30,10,568,220,7947
Brazil,All,CA,2022-07-01,b,30,10,10996,478,28840
Canada,All,CA,2022-07-01,b,30,10,8800,214,42839
Denmark,All,CA,2022-07-01,b,30,10,10946,154,39849
