Country,Region,Date,Sex,Age,Cases,Deaths,Tests,CFR
Canada,Urban,2022-04-01,f,10,17901,273,26364,1.5250544662309369
Canada,Rural,2022-04-01,f,10,7242,500,26009,6.904170118751726
Canada,Urban,2022-05-01,f,10,596,421,3963,70.63758389261746
Canada,Rural,2022-05-01,f,10,6668,230,7303,3.4493101379724056
Canada,Urban,2022-05-01,f,10,2330,12,9461,0.5150214592274678
Canada,Rural,2022-05-01,f,10,7814,58,26637,0.74225748656258
Canada,Urban,2022-05-01,f,10,13710,183,26701,1.334792122538293
Canada,Rural,2022-05-01,f,10,10719,284,27021,2.649500886276705
Canada,Urban,2022-05-01,f,10,2285,340,30043,14.87964989059081
Canada,Rural,2022-05-01,f,10,10562,68,45971,0.6438174588146184
Canada,Urban,2022-05-01,f,10,3037,439,41508,14.455054329930853
Canada,Rural,2022-05-01,f,10,16387,226,31075,1.3791420028071033
Canada,Urban,2022-06-01,f,10,18699,297,35744,1.588320231028397
Canada,Rural,2022-06-01,f,10,12785,401,38380,3.1364880719593273
Canada,Urban,2022-06-01,f,10,5525,98,11174,1.7737556561085974
Canada,Rural,2022-06-01,f,10,12092,285,41036,2.356930201786305
Canada,Urban,2022-06-01,f,10,10170,178,17893,1.7502458210422813
Canada,Rural,2022-06-01,f,10,3638,431,4294,11.847168774051676
Canada,Urban,2022-06-01,f,10,5676,200,6863,3.5236081747709656
Canada,Rural,2022-06-01,f,10,431,132,3105,30.62645011600928
Canada,Urban,2022-06-01,f,10,9848,53,45903,0.5381803411860276
Canada,Rural,2022-06-01,f,10,4210,14,28681,0.332541567695962
Canada,Urban,2022-07-01,f,10,11298,38,23152,0.33634271552487166
Canada,Rural,2022-07-01,f,10,18111,469,49534,2.5895864391806085
Canada,Urban,2022-07-01,f,10,15820,406,7694,2.566371681415929
Canada,Rural,2022-07-01,f,10,4234,445,24146,10.510155880963627
Canada,Urban,2022-07-01,f,10,14200,53,48939,0.3732394366197183
Canada,Rural,2022-07-01,f,10,18174,178,27942,0.9794211510949709
Canada,Urban,2022-07-01,f,10,10457,272,35897,2.6011284307162668
Canada,Rural,2022-07-01,f,10,3134,136,33958,4.339502233567326
Canada,Urban,2022-07-01,f,10,3089,338,39716,10.942052444156685
Canada,Rural,2022-07-01,f,10,5745,472,31998,8.215839860748476
Canada,Urban,2022-08-01,f,10,16214,427,18282,2.6335265819662017
Canada,Rural,2022-08-01,f,10,13820,383,38136,2.771345875542692
Canada,Urban,2022-08-01,f,10,2381,396,32714,16.631667366652668
Canada,Rural,2022-08-01,f,10,11215,340,9432,3.031654034774855
Canada,Urban,2022-08-01,f,10,3311,223,390,6.735125339776503
Canada,Rural,2022-08-01,f,10,14888,8,5824,0.05373455131649651
Canada,Urban,2022-08-01,f,10,5995,55,42582,0.9174311926605505
Canada,Rural,2022-08-01,f,10,5349,62,19603,1.159095157973453
Canada,Urban,2022-08-01,f,10,2138,134,23333,6.26753975678204
Canada,Rural,2022-08-01,f,10,3662,500,33453,13.653741125068269
Canada,Urban,2022-09-01,f,10,10612,224,48789,2.1108179419525066
Canada,Rural,2022-09-01,f,10,2758,340,3265,12.327773749093545
Canada,Urban,2022-09-01,f,10,13050,34,24212,0.26053639846743293
Canada,Rural,2022-09-01,f,10,9042,403,31020,4.456978544569785
Canada,Urban,2022-09-01,f,10,6218,324,28740,5.210678674815053
Canada,Rural,2022-09-01,f,10,17342,202,28966,1.1648022142774768
Canada,Urban,2022-09-01,f,10,3905,332,39502,8.50192061459667
Canada,Rural,2022-09-01,f,10,8701,372,32310,4.275370647052063
Canada,Urban,2022-09-01,f,10,8017,154,44352,1.9209180491455657
Canada,Rural,2022-09-01,f,10,7155,135,31423,1.8867924528301887
Canada,Urban,2022-10-01,f,10,15103,93,15959,0.615771700986559
Canada,Rural,2022-10-01,f,10,13245,298,31777,2.249905624764062
Canada,Urban,2022-10-01,f,10,3035,131,36993,4.316309719934102
Canada,Rural,2022-10-01,f,10,13269,401,15610,3.0220815434471326
Canada,Urban,2022-10-01,f,10,15613,165,11732,1.0568116313328637
Canada,Urban,2022-10-01,f,10,15314,125,16541,0.8162465717643986
Canada,Rural,2022-10-01,f,10,8918,292,12209,3.274276743664499
Canada,Urban,2022-10-01,f,10,785,230,8202,29.29936305732484
Canada,Rural,2022-10-01,f,10,12045,186,21398,1.544209215442092
Canada,Urban,2022-11-01,f,10,18449,193,35032,1.0461271613637595
Canada,Rural,2022-11-01,f,10,14235,498,369,3.4984193888303476
Canada,Urban,2022-11-01,f,10,19707,12,30778,0.06089206880803775
Canada,Rural,2022-11-01,f,10,15818,202,39203,1.2770261727146288
Canada,Urban,2022-11-01,f,10,11754,343,21737,2.9181555215245876
Canada,Rural,2022-11-01,f,10,15113,338,7005,2.236485145239198
Canada,Urban,2022-11-01,f,10,18464,177,31358,0.9586221837088389
Canada,Rural,2022-11-01,f,10,13616,108,8782,0.7931844888366627
Canada,Rural,2022-11-01,f,10,12637,489,8455,3.86958930125821
Canada,Urban,2022-12-01,f,10,7393,436,25391,5.897470580278642
Canada,Rural,2022-12-01,f,10,3593,375,3951,10.436960757027554
Canada,Urban,2022-12-01,f,10,16035,194,28281,1.2098534455877767
Canada,Rural,2022-12-01,f,10,4042,122,39150,3.0183077684314696
Canada,Urban,2022-12-01,f,10,14459,346,29586,2.3929732346635313
Canada,Rural,2022-12-01,f,10,4526,121,37561,2.673442333186036
Canada,Urban,2022-12-01,f,10,17616,336,20788,1.9073569482288828
Canada,Rural,2022-12-01,f,10,7882,277,10390,3.5143364628266935
Canada,Urban,2022-12-01,f,10,6549,57,8517,0.8703618873110398
Canada,Rural,2022-12-01,f,10,1229,419,14982,34.09275834011392
Canada,Urban,2022-01-01,m,20,18734,274,46161,1.4625814027970534
Canada,Rural,2022-01-01,m,20,4193,84,13180,2.003338898163606
Canada,Urban,2022-01-01,m,20,4431,461,31885,10.403972015346422
Canada,Rural,2022-01-01,m,20,4262,23,38152,0.5396527451900516
Canada,Urban,2022-01-01,m,20,19679,412,35776,2.093602317190914
Canada,Rural,2022-01-01,m,20,14183,425,1873,2.9965451596982304
Canada,Urban,2022-01-01,m,20,13194,350,37692,2.652720933757769
Canada,Rural,2022-01-01,m,20,2714,373,33421,13.74355195283714
Canada,Urban,2022-01-01,m,20,2796,119,26086,4.256080114449213
Canada,Urban,2022-02-01,m,20,4814,10,49167,0.2077274615704196
Canada,Rural,2022-02-01,m,20,3269,496,31483,15.17283572958091
Canada,Urban,2022-02-01,m,20,12553,54,4197,0.43017605353302
Canada,Rural,2022-02-01,m,20,17146,48,39477,0.2799486760760527
Canada,Urban,2022-02-01,m,20,8567,408,6250,4.762460604645733
Canada,Rural,2022-02-01,m,20,16661,229,31830,1.3744673188884222
Canada,Urban,2022-02-01,m,20,10131,160,18092,1.5793110255650973
Canada,Rural,2022-02-01,m,20,8253,468,45496,5.670665212649945
Canada,Urban,2022-02-01,m,20,4330,410,19894,9.468822170900692
Canada,Rural,2022-02-01,m,20,9490,18,9629,0.18967334035827188
Canada,Urban,2022-03-01,m,20,2377,455,37756,19.141775347076145
Canada,Rural,2022-03-01,m,20,9050,396,8573,4.375690607734806
Canada,Urban,2022-03-01,m,20,14251,373,49310,2.6173601852501576
Canada,Rural,2022-03-01,m,20,15476,174,6545,1.1243215301111398
Canada,Urban,2022-03-01,m,20,17647,133,29458,0.753669178897263
Canada,Rural,2022-03-01,m,20,10099,308,9369,3.0498069115754034
Canada,Urban,2022-03-01,m,20,12558,375,7164,2.9861442904921165
Canada,Rural,2022-03-01,m,20,13796,95,36639,0.6886053928674979
Canada,Urban,2022-03-01,m,20,18357,499,5975,2.7183090918995476
Canada,Rural,2022-03-01,m,20,15256,445,29804,2.916885159937074
Canada,Urban,2022-04-01,m,20,17595,15,37181,0.08525149190110827
Canada,Rural,2022-04-01,m,20,902,87,31534,9.645232815964523
Canada,Urban,2022-04-01,m,20,4209,248,41298,5.892135899263483
Canada,Rural,2022-04-01,m,20,15705,229,44906,1.4581343521171601
Canada,Urban,2022-04-01,m,20,12592,120,33997,0.9529860228716646
Canada,Rural,2022-04-01,m,20,17660,278,43598,1.5741789354473388
Canada,Urban,2022-04-01,m,20,639,394,2766,61.658841940532085
Canada,Rural,2022-04-01,m,20,9918,451,5280,4.547287759628958
Canada,Urban,2022-04-01,m,20,3846,330,11314,8.580343213728549
Canada,Rural,2022-04-01,m,20,17392,4,32245,0.022999080036798528
Canada,Urban,2022-05-01,m,20,4696,303,40552,6.452299829642248
Canada,Rural,2022-05-01,m,20,2259,214,6232,9.473218238158477
Canada,Urban,2022-05-01,m,20,19598,30,42545,0.15307684457597714
Canada,Rural,2022-05-01,m,20,14084,96,27320,0.6816245384833854
Canada,Urban,2022-05-01,m,20,15987,84,47135,0.525426909363858
Canada,Rural,2022-05-01,m,20,14004,26,17948,0.1856612396458155
Canada,Urban,2022-05-01,m,20,10956,88,45740,0.8032128514056224
Canada,Rural,2022-05-01,m,20,6522,402,6481,6.163753449862005
Canada,Urban,2022-05-01,m,20,8373,171,42683,2.042278753135077
Canada,Rural,2022-05-01,m,20,8979,235,42030,2.6172179530014477
Canada,Urban,2022-06-01,m,20,8846,234,34710,2.645263395885146
Canada,Rural,2022-06-01,m,20,19057,241,12568,1.2646271711182242
Canada,Urban,2022-06-01,m,20,14890,246,36463,1.6521155137676293
Canada,Rural,2022-06-01,m,20,8808,172,1234,1.952770208900999
Canada,Urban,2022-06-01,m,20,14626,375,6370,2.563927252837413
Canada,Rural,2022-06-01,m,20,16766,338,1957,2.0159847310032206
Canada,Urban,2022-06-01,m,20,13862,296,12981,2.1353340066368487
Canada,Rural,2022-06-01,m,20,15264,76,44116,0.4979035639412998
Canada,Urban,2022-06-01,m,20,9317,112,27440,1.2021036814425246
Canada,Rural,2022-06-01,m,20,5051,302,48393,5.979014056622451
Canada,Urban,2022-07-01,m,20,10234,190,41103,1.8565565761188194
Canada,Rural,2022-07-01,m,20,2700,429,5171,15.88888888888889
Canada,Urban,2022-07-01,m,20,6403,209,6725,3.2640949554896146
Canada,Rural,2022-07-01,m,20,17818,469,21644,2.6321697160175104
Canada,Urban,2022-07-01,m,20,6063,466,3778,7.68596404420254
Canada,Rural,2022-07-01,m,20,5847,329,30146,5.626817171198906
Canada,Urban,2022-07-01,m,20,11776,63,48234,0.5349864130434783
Canada,Rural,2022-07-01,m,20,15049,169,38515,1.1229982058608545
Canada,Urban,2022-07-01,m,20,11326,221,43041,1.9512625816704927
Canada,Rural,2022-07-01,m,20,19045,283,9731,1.4859543187188238
Canada,Urban,2022-08-01,m,20,8821,460,20308,5.21482825076522
Canada,Rural,2022-08-01,m,20,10617,12,23371,0.11302627860977678
Canada,Urban,2022-08-01,m,20,1120,115,8969,10.267857142857142
Canada,Rural,2022-08-01,m,20,818,5,26180,0.6112469437652812
Canada,Urban,2022-08-01,m,20,15831,185,5730,1.1685932663760974
Canada,Rural,2022-08-01,m,20,18673,197,38526,1.0549991967011194
Canada,Urban,2022-08-01,m,20,4642,420,9413,9.04782421370099
Canada,Rural,2022-08-01,m,20,15357,490,14709,3.190727355603308
Canada,Urban,2022-08-01,m,20,7460,28,26014,0.37533512064343166
Canada,Rural,2022-08-01,m,20,18832,74,38600,0.3929481733220051
Canada,Urban,2022-09-01,m,20,11707,397,48578,3.391133509865892
Canada,Rural,2022-09-01,m,20,2141,419,26660,19.570294255021018
Canada,Urban,2022-09-01,m,20,2973,250,14245,8.409014463504876
Canada,Rural,2022-09-01,m,20,7074,436,32620,6.163415323720668
Canada,Urban,2022-09-01,m,20,19233,320,29635,1.663806998388187
Canada,Rural,2022-09-01,m,20,2186,282,20336,12.900274473924977
Canada,Urban,2022-09-01,m,20,2234,93,12893,4.162936436884513
Canada,Rural,2022-09-01,m,20,19618,370,41615,1.886023040065246
Canada,Urban,2022-09-01,m,20,15354,312,15399,2.032043767096522
Canada,Rural,2022-09-01,m,20,13091,313,27330,2.3909556183637615
Canada,Urban,2022-10-01,m,20,18416,158,14251,0.8579496090356212
Canada,Rural,2022-10-01,m,20,14718,23,19412,0.15627123250441635
Canada,Urban,2022-10-01,m,20,10689,65,20228,0.6081017868837122
Canada,Rural,2022-10-01,m,20,6755,209,35360,3.0940044411547003
Canada,Urban,2022-10-01,m,20,5902,140,15431,2.3720772619451034
Canada,Rural,2022-10-01,m,20,10240,346,35248,3.37890625
Canada,Urban,2022-10-01,m,20,5215,85,42338,1.6299137104506232
Canada,Rural,2022-10-01,m,20,15857,299,15279,1.885602572996153
Canada,Urban,2022-10-01,m,20,3361,88,13798,2.618268372508182
Canada,Rural,2022-10-01,m,20,18071,70,615,0.3873609650821759
Canada,Urban,2022-11-01,m,20,16174,394,24638,2.4360084085569436
Canada,Rural,2022-11-01,m,20,12359,400,17269,3.236507808075087
Canada,Urban,2022-11-01,m,20,8098,88,39711,1.0866880711286737
Canada,Rural,2022-11-01,m,20,4618,331,34469,7.167605023819836
Canada,Urban,2022-11-01,m,20,12387,241,46758,1.9455881165738276
Canada,Rural,2022-11-01,m,20,12038,260,43148,2.159827213822894
Canada,Urban,2022-11-01,m,20,5110,461,29633,9.021526418786694
Canada,Rural,2022-11-01,m,20,18314,30,12420,0.16380910778639293
Canada,Urban,2022-11-01,m,20,8978,282,42444,3.1410113611049226
Canada,Rural,2022-11-01,m,20,10599,402,8719,3.7928106425134445
Canada,Urban,2022-12-01,m,20,1293,195,17304,15.081206496519723
Canada,Rural,2022-12-01,m,20,17618,231,27962,1.3111590418889771
Canada,Urban,2022-12-01,m,20,10389,95,10709,0.9144287226874579
Canada,Rural,2022-12-01,m,20,10805,124,33287,1.1476168440536787
Canada,Urban,2022-12-01,m,20,4290,191,1082,4.452214452214452
Canada,Rural,2022-12-01,m,20,11967,112,31958,0.9359070777972758
Canada,Urban,2022-12-01,m,20,1364,421,49595,30.86510263929619
Canada,Rural,2022-12-01,m,20,5640,66,1988,1.1702127659574468
Canada,Urban,2022-12-01,m,20,10443,187,39726,1.7906731782054965
Canada,Rural,2022-12-01,m,20,5905,221,5628,3.7425910245554617
Canada,Urban,2022-01-01,f,20,7001,384,41684,5.484930724182259
Canada,Rural,2022-01-01,f,20,16806,119,33055,0.7080804474592407
Canada,Urban,2022-01-01,f,20,18405,299,20405,1.6245585438739472
Canada,Rural,2022-01-01,f,20,11693,221,41479,1.890019669887967
Canada,Urban,2022-01-01,f,20,4160,127,14792,3.0528846153846154
Canada,Rural,2022-01-01,f,20,3804,27,22185,0.7097791798107256
Canada,Urban,2022-01-01,f,20,8593,257,3530,2.9908064703828696
Canada,Rural,2022-01-01,f,20,11359,125,12318,1.1004489831851396
Canada,Urban,2022-01-01,f,20,11064,490,7738,4.428778018799711
Canada,Rural,2022-01-01,f,20,11722,282,46698,2.405732810100665
Canada,Urban,2022-02-01,f,20,17363,233,36708,1.3419339975810634
Canada,Rural,2022-02-01,f,20,2733,35,30170,1.2806439809732895
Canada,Urban,2022-02-01,f,20,1966,81,40738,4.120040691759918
Canada,Rural,2022-02-01,f,20,13910,162,36995,1.164629762760604
Canada,Urban,2022-02-01,f,20,1656,162,5719,9.782608695652174
Canada,Rural,2022-02-01,f,20,17440,473,20891,2.7121559633027523
Canada,Urban,2022-02-01,f,20,5272,372,14772,7.0561456752655545
Canada,Rural,2022-02-01,f,20,14069,234,25628,1.663231217570545
Canada,Urban,2022-02-01,f,20,6643,263,43556,3.9590546439861507
Canada,Rural,2022-02-01,f,20,12288,468,14047,3.80859375
Canada,Urban,2022-03-01,f,20,16843,442,10228,2.624235587484415
Canada,Rural,2022-03-01,f,20,1042,500,31470,47.98464491362764
Canada,Urban,2022-03-01,f,20,11789,426,46102,3.6135380439392657
Canada,Rural,2022-03-01,f,20,10579,338,48501,3.1950089800548254
Canada,Urban,2022-03-01,f,20,18615,206,39812,1.1066344345957562
Canada,Rural,2022-03-01,f,20,747,203,40143,27.17536813922356
Canada,Urban,2022-03-01,f,20,9275,202,13837,2.177897574123989
Canada,Rural,2022-03-01,f,20,15269,354,21026,2.3184229484576595
Canada,Urban,2022-03-01,f,20,11770,28,47540,0.23789294817332202
Canada,Rural,2022-03-01,f,20,1242,387,4141,31.15942028985507
Canada,Urban,2022-04-01,f,20,3489,348,5890,9.974204643164231
Canada,Rural,2022-04-01,f,20,13200,262,11738,1.9848484848484849
Canada,Urban,2022-04-01,f,20,7697,391,1838,5.079901260231258
Canada,Rural,2022-04-01,f,20,17797,90,39334,0.5057032084059111
Canada,Urban,2022-04-01,f,20,2500,213,40767,8.52
Canada,Rural,2022-04-01,f,20,8634,37,6335,0.4285383368079685
Canada,Urban,2022-04-01,f,20,19042,421,36086,2.2109022161537655
Canada,Rural,2022-04-01,f,20,19213,375,28598,1.9518034664029564
Canada,Urban,2022-04-01,f,20,10188,393,32805,3.857479387514723
Canada,Rural,2022-04-01,f,20,5517,228,34752,4.13268080478521
Canada,Urban,2022-05-01,f,20,4713,291,21891,6.174411203055379
Canada,Rural,2022-05-01,f,20,19038,296,47174,1.554785166509087
Canada,Urban,2022-05-01,f,20,18593,378,24360,2.033023180766955
Canada,Rural,2022-05-01,f,20,16256,491,7743,3.0204232283464565
Canada,Urban,2022-05-01,f,20,15286,87,8985,0.5691482402198089
Canada,Rural,2022-05-01,f,20,5129,117,40625,2.281146422304543
Canada,Urban,2022-05-01,f,20,16809,458,40156,2.7247307989767386
Canada,Rural,2022-05-01,f,20,3222,462,2899,14.338919925512103
Canada,Urban,2022-05-01,f,20,7917,50,12757,0.6315523556902868
Canada,Rural,2022-05-01,f,20,458,427,19993,93.23144104803494
Canada,Urban,2022-06-01,f,20,15934,306,22287,1.9204217396761643
Canada,Rural,2022-06-01,f,20,11459,360,29402,3.141635395758792
Canada,Urban,2022-06-01,f,20,2118,38,19913,1.794145420207743
Canada,Rural,2022-06-01,f,20,15768,86,16858,0.5454084221207509
Canada,Urban,2022-06-01,f,20,14022,387,24040,2.7599486521181
Canada,Rural,2022-06-01,f,20,18535,194,10871,1.0466684650660911
Canada,Urban,2022-06-01,f,20,8800,285,42550,3.2386363636363638
Canada,Rural,2022-06-01,f,20,2512,250,13507,9.952229299363058
Canada,Urban,2022-06-01,f,20,14752,7,11880,0.047451193058568326
Canada,Rural,2022-06-01,f,20,8605,447,21186,5.194654270772806
Canada,Urban,2022-07-01,f,20,12379,142,20579,1.1471039663947007
Canada,Rural,2022-07-01,f,20,13248,476,22976,3.592995169082126
Canada,Urban,2022-07-01,f,20,4480,235,37523,5.245535714285714
Canada,Rural,2022-07-01,f,20,12399,347,25789,2.7986127913541416
Canada,Urban,2022-07-01,f,20,852,274,17280,32.159624413145536
Canada,Rural,2022-07-01,f,20,14245,256,37387,1.7971217971217972
Canada,Urban,2022-07-01,f,20,1960,227,13506,11.581632653061224
Canada,Rural,2022-07-01,f,20,7879,497,257,6.307907094808986
Canada,Urban,2022-07-01,f,20,11644,335,22297,2.8770182068017864
Canada,Rural,2022-07-01,f,20,2129,411,24177,19.304837952090185
Canada,Urban,2022-08-01,f,20,10829,179,32366,1.652968879859636
Canada,Rural,2022-08-01,f,20,1936,32,40963,1.6528925619834711
Canada,Urban,2022-08-01,f,20,4211,153,38990,3.633341249109475
Canada,Rural,2022-08-01,f,20,11926,440,45951,3.6894180781485826
Canada,Urban,2022-08-01,f,20,8400,229,16925,2.7261904761904763
Canada,Rural,2022-08-01,f,20,1916,370,2323,19.31106471816284
Canada,Urban,2022-08-01,f,20,9588,57,16048,0.5944931163954944
Canada,Rural,2022-08-01,f,20,16846,348,31250,2.0657722901579008
Canada,Urban,2022-08-01,f,20,18751,335,9456,1.7865713828595808
Canada,Rural,2022-08-01,f,20,10937,316,11063,2.889274938282893
Canada,Urban,2022-09-01,f,20,17380,401,6008,2.3072497123130034
Canada,Rural,2022-09-01,f,20,4098,466,17686,11.371400683260127
Canada,Urban,2022-09-01,f,20,17740,482,22895,2.717023675310034
Canada,Rural,2022-09-01,f,20,19163,162,30374,0.845379116004801
Canada,Urban,2022-09-01,f,20,5065,488,13287,9.634748272458046
Canada,Urban,2022-09-01,f,20,17603,7,26647,0.0397659489859683
Canada,Rural,2022-09-01,f,20,2672,306,3421,11.452095808383234
Canada,Urban,2022-09-01,f,20,16534,180,3985,1.0886657796056611
Canada,Rural,2022-09-01,f,20,14115,219,28275,1.5515409139213603
Canada,Urban,2022-10-01,f,20,6706,94,15572,1.4017297942141367
Canada,Rural,2022-10-01,f,20,11835,412,27530,3.4811998310097167
Canada,Urban,2022-10-01,f,20,17515,226,35883,1.2903225806451613
Canada,Rural,2022-10-01,f,20,8957,128,47254,1.4290499051021548
Canada,Urban,2022-10-01,f,20,4389,295,33549,6.721348826611985
Canada,Rural,2022-10-01,f,20,5592,112,24383,2.0028612303290414
Canada,Urban,2022-10-01,f,20,9620,197,5165,2.047817047817048
Canada,Rural,2022-10-01,f,20,6874,94,12044,1.3674716322374163
Canada,Urban,2022-10-01,f,20,19771,350,24076,1.7702695867684994
Canada,Rural,2022-10-01,f,20,17128,198,31747,1.1560018682858477
Canada,Urban,2022-11-01,f,20,5058,238,23107,4.705417160933175
Canada,Rural,2022-11-01,f,20,738,206,19612,27.91327913279133
Canada,Urban,2022-11-01,f,20,9514,204,32422,2.1442085347908346
Canada,Rural,2022-11-01,f,20,18988,427,15102,2.2487887086580995
Canada,Urban,2022-11-01,f,20,9545,414,13118,4.337349397590361
Canada,Rural,2022-11-01,f,20,10514,29,34747,0.2758227125737112
Canada,Urban,2022-11-01,f,20,9558,341,35529,3.567691985771082
Canada,Rural,2022-11-01,f,20,9115,333,49437,3.653318705430609
Canada,Urban,2022-11-01,f,20,10293,452,48157,4.391333916253765
Canada,Rural,2022-11-01,f,20,4765,78,6093,1.6369359916054567
Canada,Urban,2022-12-01,f,20,5833,477,24901,8.17761014915138
Canada,Rural,2022-12-01,f,20,16840,214,18279,1.2707838479809976
Canada,Urban,2022-12-01,f,20,2473,271,37381,10.958350181965224
Canada,Rural,2022-12-01,f,20,5162,199,42070,3.8550949244478883
Canada,Urban,2022-12-01,f,20,3521,157,42080,4.4589605225788125
Canada,Rural,2022-12-01,f,20,13844,82,49739,0.5923143600115574
Canada,Urban,2022-12-01,f,20,1091,41,26017,3.758020164986251
Canada,Rural,2022-12-01,f,20,12377,250,8968,2.019875575664539
Canada,Urban,2022-12-01,f,20,1155,86,35238,7.445887445887446
Canada,Rural,2022-12-01,f,20,4696,192,8092,4.088586030664395
Canada,Urban,2022-01-01,m,30,1375,359,31150,26.10909090909091
Canada,Rural,2022-01-01,m,30,4720,182,40555,3.855932203389831
Canada,Urban,2022-01-01,m,30,17054,331,25178,1.9408936319924945
Canada,Rural,2022-01-01,m,30,248,175,16845,70.56451612903226
Canada,Urban,2022-01-01,m,30,17927,389,8562,2.1699113069671445
Canada,Rural,2022-01-01,m,30,7462,232,7524,3.109086035915304
Canada,Urban,2022-01-01,m,30,10292,388,42579,3.7699183832102605
Canada,Rural,2022-01-01,m,30,10746,438,3701,4.075935231714126
Canada,Urban,2022-01-01,m,30,4869,30,45270,0.6161429451632778
Canada,Rural,2022-01-01,m,30,9681,229,22200,2.365458113831216
Canada,Urban,2022-02-01,m,30,11938,279,12647,2.3370748869157314
Canada,Rural,2022-02-01,m,30,11162,238,8081,2.1322343666009673
Canada,Urban,2022-02-01,m,30,810,23,6695,2.8395061728395063
Canada,Rural,2022-02-01,m,30,1898,459,19814,24.183350895679663
Canada,Urban,2022-02-01,m,30,1549,481,9562,31.052291801162042
Canada,Rural,2022-02-01,m,30,3968,367,47245,9.24899193548387
Canada,Urban,2022-02-01,m,30,12811,77,726,0.6010459761142768
Canada,Rural,2022-02-01,m,30,19283,467,10474,2.4218223305502256
Canada,Urban,2022-02-01,m,30,19550,53,43477,0.2710997442455243
Canada,Rural,2022-02-01,m,30,18528,78,17380,0.4209844559585492
Canada,Urban,2022-03-01,m,30,11184,204,12603,1.8240343347639485
Canada,Rural,2022-03-01,m,30,4482,254,16557,5.667112896028559
Canada,Urban,2022-03-01,m,30,13384,498,7145,3.72086072922893
Canada,Rural,2022-03-01,m,30,15228,336,29774,2.206461780929866
Canada,Urban,2022-03-01,m,30,9515,2,20112,0.021019442984760904
Canada,Rural,2022-03-01,m,30,18344,75,15936,0.4088530309638029
Canada,Urban,2022-03-01,m,30,3881,328,43968,8.451430043803143
Canada,Rural,2022-03-01,m,30,16391,102,46610,0.6222927216155207
Canada,Urban,2022-03-01,m,30,8645,240,42806,2.776171197223829
Canada,Rural,2022-03-01,m,30,11665,420,49548,3.600514359194171
Canada,Urban,2022-04-01,m,30,460,406,5109,88.26086956521739
Canada,Rural,2022-04-01,m,30,19210,1,37250,0.0052056220718375845
Canada,Urban,2022-04-01,m,30,685,102,33330,14.890510948905108
Canada,Rural,2022-04-01,m,30,288,30,39234,10.416666666666668
Canada,Urban,2022-04-01,m,30,8861,456,34696,5.146146033179099
Canada,Rural,2022-04-01,m,30,5795,395,43783,6.816220880069025
Canada,Urban,2022-04-01,m,30,383,140,27813,36.55352480417754
Canada,Rural,2022-04-01,m,30,10936,347,33861,3.173006583760059
Canada,Urban,2022-04-01,m,30,12326,368,37407,2.985558981015739
Canada,Rural,2022-04-01,m,30,4095,435,3424,10.622710622710622
Canada,Urban,2022-05-01,m,30,9221,208,48870,2.2557206376748726
Canada,Rural,2022-05-01,m,30,6622,363,45385,5.48172757475083
Canada,Urban,2022-05-01,m,30,2803,219,8072,7.813057438458794
Canada,Rural,2022-05-01,m,30,10893,499,46728,4.580923528871753
Canada,Urban,2022-05-01,m,30,11385,256,38353,2.248572683355292
Canada,Rural,2022-05-01,m,30,16171,88,12244,0.5441840331457547
Canada,Urban,2022-05-01,m,30,3764,60,17430,1.5940488841657812
Canada,Rural,2022-05-01,m,30,17360,259,12821,1.4919354838709677
Canada,Urban,2022-05-01,m,30,2695,193,45280,7.161410018552876
Canada,Rural,2022-05-01,m,30,19678,449,20823,2.2817359487752817
Canada,Urban,2022-06-01,m,30,979,150,44715,15.321756894790603
Canada,Rural,2022-06-01,m,30,16552,411,48831,2.483083615273079
Canada,Urban,2022-06-01,m,30,2196,420,13675,19.12568306010929
Canada,Rural,2022-06-01,m,30,14514,294,11810,2.0256304257957836
Canada,Urban,2022-06-01,m,30,6098,323,45052,5.296818629058707
Canada,Rural,2022-06-01,m,30,2116,53,33338,2.504725897920605
Canada,Urban,2022-06-01,m,30,4197,89,44739,2.12056230640934
Canada,Rural,2022-06-01,m,30,14458,150,9220,1.037487895974547
Canada,Urban,2022-06-01,m,30,13278,378,26741,2.8468142792589246
Canada,Rural,2022-06-01,m,30,19646,365,4645,1.8578845566527538
Canada,Urban,2022-07-01,m,30,18196,457,15431,2.5115409980215433
Canada,Rural,2022-07-01,m,30,14359,405,18392,2.82053067762379
Canada,Urban,2022-07-01,m,30,17515,307,28644,1.7527833285755068
Canada,Rural,2022-07-01,m,30,8784,225,40360,2.5614754098360657
Canada,Urban,2022-07-01,m,30,518,268,22810,51.737451737451735
Canada,Rural,2022-07-01,m,30,4457,174,23483,3.903971281130805
Canada,Urban,2022-07-01,m,30,1666,62,36980,3.721488595438175
Canada,Rural,2022-07-01,m,30,6125,241,2763,3.93469387755102
Canada,Urban,2022-07-01,m,30,4697,118,14846,2.5122418565041515
Canada,Rural,2022-07-01,m,30,16828,458,5575,2.7216543855478963
Canada,Urban,2022-08-01,m,30,16373,334,44233,2.039943809930984
Canada,Rural,2022-08-01,m,30,11952,157,22049,1.313587684069612
Canada,Urban,2022-08-01,m,30,18319,425,10209,2.319995632949397
Canada,Rural,2022-08-01,m,30,9507,426,32426,4.480908804039129
Canada,Urban,2022-08-01,m,30,1224,154,12373,12.581699346405228
Canada,Rural,2022-08-01,m,30,14877,442,36595,2.9710291053303757
